name,year_start,year_end,position,height(in),weight,birth_date,college
Bison Dele,1992,1999,F-C,81,235,6-Apr-69,University of Arizona
Blackie Towery,1949,1950,F-C,76,210,20-Jun-20,Western Kentucky University
Blaine Denning,1953,1953,G,74,175,19-Sep-30,Lawrence Technological University
Blair Rasmussen,1986,1993,C,85,250,13-Nov-62,University of Oregon
Blake Ahearn,2008,2012,G,74,190,27-May-84,Missouri State University
Blake Griffin,2011,2018,F,82,251,16-Mar-89,University of Oklahoma
Blue Edwards,1990,1999,G-F,76,200,31-Oct-65,East Carolina University
Bo Ellis,1978,1980,F,81,197,8-Aug-54,Marquette University
Bo Erias,1958,1958,F,75,220,30-Jul-32,Niagara University
Bo Kimble,1991,1993,G,76,190,9-Apr-66,Loyola Marymount University
Bo Lamar,1974,1977,G,73,180,7-Apr-51,University of Louisiana at Lafayette
Bo Outlaw,1994,2008,F,80,210,13-Apr-71,University of Houston
Bob Allen,1969,1969,F,81,205,17-Jul-46,Marshall University
Bob Anderegg,1960,1960,F-G,75,200,24-Aug-37,Michigan State University
Bob Armstrong,1957,1957,C-F,80,220,17-Jun-33,Michigan State University
Bob Arnzen,1970,1974,F,77,205,3-Nov-47,University of Notre Dame
Bob Bedell,1968,1971,F,79,205,26-Jun-44,Stanford University
Bob Bigelow,1976,1979,F-G,79,215,26-Dec-53,University of Pennsylvania
Bob Boozer,1961,1971,F,80,215,26-Apr-37,Kansas State University
Bob Brannum,1950,1955,F-C,77,215,28-May-25,Michigan State University
Bob Brown,1949,1950,F,76,205,12-Nov-23,Miami University
Bob Burrow,1957,1958,C-F,79,228,29-Jun-34,University of Kentucky
Bob Carney,1955,1955,G,75,170,3-Aug-32,Bradley University
Bob Carpenter,1950,1951,F-C,77,200,6-Nov-17,East Texas State University
Bob Carrington,1978,1980,G-F,78,195,3-Jul-53,Boston College
Bob Christian,1970,1974,C,82,255,11-May-46,Grambling State University
Bob Cluggish,1947,1947,C,82,235,18-Sep-17,University of Kentucky
Bob Cousy,1951,1970,G,73,175,9-Aug-28,College of the Holy Cross
Bob Dandridge,1970,1982,F-G,78,195,15-Nov-47,Norfolk State University
Bob Davies,1949,1955,G-F,73,175,15-Jan-20,Seton Hall University
Bob Davis,1973,1973,F,79,215,2-Apr-50,Weber State University
Bob Dille,1947,1947,F,75,190,2-Jul-17,Valparaiso University
Bob Doll,1947,1950,F-C,77,195,10-Aug-19,University of Colorado
Bob Donham,1951,1954,G-F,74,190,11-Oct-26,Ohio State University
Bob Duffy,1947,1947,F,76,175,5-Jul-22,Tulane University
Bob Duffy,1963,1965,G,75,185,26-Sep-40,Colgate University
Bob Elliott,1979,1981,C-F,81,225,18-Aug-55,University of Arizona
Bob Evans,1950,1950,G,74,175,31-May-25,Butler University
Bob Faught,1947,1947,F,77,185,2-Sep-21,University of Notre Dame
Bob Feerick,1947,1950,F-G,75,190,2-Jan-20,Santa Clara University
Bob Ferry,1960,1969,C-F,80,230,31-May-37,Saint Louis University
Bob Fitzgerald,1947,1949,F-C,77,190,14-Mar-23,Seton Hall University
Bob Ford,1973,1973,F,79,228,26-Jan-50,Purdue University
Bob Gantt,1947,1947,F-C,76,205,22-Jun-22,Duke University
Bob Greacen,1970,1972,F,79,206,15-Sep-47,Rutgers University
Bob Gross,1976,1983,F-G,78,200,3-Aug-53,"California State University, Long Beach"
Bob Hansen,1984,1992,G,78,190,18-Jan-61,University of Iowa
Bob Harris,1950,1954,F-C,79,195,16-Mar-27,Oklahoma State University
Bob Harrison,1950,1958,G,73,190,12-Aug-27,University of Michigan
Bob Hogsett,1967,1968,F,79,230,29-Jan-41,University of Tennessee
Bob Hopkins,1957,1960,C-F,80,205,3-Nov-34,Grambling State University
Bob Houbregs,1954,1958,C-F,79,210,12-Mar-32,University of Washington
Bob Hubbard,1948,1949,C-F,78,215,27-Dec-22,Springfield College
Bob Kauffman,1969,1975,F-C,80,240,13-Jul-46,Guilford College
Bob Kinney,1949,1950,C-F,78,215,16-Sep-20,Rice University
Bob Knight,1955,1955,G-F,74,185,30-Apr-29,
Bob Lackey,1973,1974,G-F,77,200,4-Apr-49,Marquette University
Bob Lanier,1971,1984,C,83,250,10-Sep-48,St. Bonaventure University
Bob Lavoy,1951,1954,F-C,79,185,29-Jun-26,Western Kentucky University
Bob Lochmueller,1953,1953,F,77,185,5-Jun-27,University of Louisville
Bob Love,1967,1977,F,80,215,8-Dec-42,Southern University and A&M College
Bob Martin,1994,1995,C,85,250,7-Oct-69,University of Minnesota
Bob McAdoo,1973,1986,C-F,81,210,25-Sep-51,University of North Carolina
Bob McCann,1990,1998,F,78,244,22-Apr-64,Morehead State University
Bob McIntyre,1968,1970,F,78,215,23-Jan-44,St. John's University
Bob McNeill,1961,1962,G,73,170,22-Oct-38,Saint Joseph's University
Bob Miller,1984,1984,F,82,230,9-Jul-56,University of Cincinnati
Bob Mullens,1947,1947,G,73,175,1-Nov-22,Fordham University
Bob Naber,1953,1953,F,75,185,3-Sep-29,University of Louisville
Bob Nash,1973,1979,F,80,195,24-Aug-50,University of Hawaii
Bob Netolicky,1968,1976,F-C,81,220,2-Aug-42,Drake University
Bob O'Brien,1948,1949,F,76,190,26-Jan-27,Pepperdine University
Bob Peterson,1954,1956,F,77,210,25-Jan-32,University of Oregon
Bob Pettit,1955,1965,F-C,81,205,12-Dec-32,Louisiana State University
Bob Portman,1970,1973,F,77,200,22-Mar-47,Creighton University
Bob Priddy,1953,1953,F,75,190,24-Mar-30,New Mexico State University
Bob Quick,1969,1972,F-G,77,215,5-Mar-46,Xavier University
Bob Rensberger,1947,1947,F,74,170,7-Mar-21,University of Notre Dame
Bob Riedy,1968,1968,F,78,215,26-Aug-45,Duke University
Bob Riley,1971,1971,F,81,235,6-Jul-48,Mount St. Mary's University
Bob Royer,1950,1950,G,70,155,15-Oct-27,Indiana State University
Bob Rule,1968,1975,C-F,81,220,29-Jun-44,Colorado State University
Bob Santini,1956,1956,F,77,190,17-Feb-35,Iona College
Bob Schafer,1956,1957,G,75,195,,Villanova University
Bob Shea,1947,1947,F,74,194,11-Sep-24,University of Rhode Island
Bob Sims,1962,1968,G-F,77,220,9-Oct-38,Pepperdine University
Bob Sura,1996,2005,G,77,200,25-Mar-73,Florida State University
Bob Thornton,1986,1996,F-C,82,225,10-Jul-62,"University of California, Irvine"
Bob Tough,1949,1950,G-F,73,185,28-Aug-20,St. John's University
Bob Verga,1968,1974,G,73,190,7-Sep-45,Duke University
Bob Warlick,1966,1970,G-F,77,200,20-Mar-41,Pepperdine University
Bob Warren,1969,1976,G,77,190,17-Jul-46,Vanderbilt University
Bob Weiss,1966,1977,G,74,180,7-May-42,Pennsylvania State University
Bob Wiesenhahn,1962,1962,F,76,215,22-Dec-38,University of Cincinnati
Bob Wilkerson,1977,1983,G-F,78,195,15-Aug-54,Indiana University
Bob Williams,1956,1957,F,78,230,12-May-31,Florida Agricultural and Mechanical University
Bob Wilson,1952,1952,G,76,185,8-Mar-26,West Virginia State University
Bob Wood,1950,1950,G,70,,7-Oct-21,Northern Illinois University
Bob Woollard,1970,1970,C,82,225,27-Jul-40,Wake Forest University
Boban Marjanovic,2016,2018,C,87,290,15-Aug-88,
Bobby Brown,2009,2018,G,74,175,24-Sep-84,"California State University, Fullerton"
Bobby Cattage,1982,1986,F,81,250,17-Aug-58,Auburn University
Bobby Cook,1950,1950,G-F,70,155,1-Apr-23,University of Wisconsin
Bobby Croft,1971,1971,C,82,200,17-Mar-46,University of Tennessee
Bobby Edmonds,1968,1970,F,78,220,8-Mar-41,Tennessee State University
Bobby Fields,1972,1972,G,75,175,20-Oct-49,La Salle University
Bobby Hooper,1969,1969,G,73,180,22-Dec-46,University of Dayton
Bobby Hurley,1994,1998,G,73,165,28-Jun-71,Duke University
Bobby Jackson,1998,2009,G,73,185,13-Mar-73,University of Minnesota
Bobby Jones,1975,1986,F,81,210,18-Dec-51,University of North Carolina
Bobby Jones,2007,2008,F,79,215,9-Jan-84,University of Washington
Bobby Lewis,1968,1971,G,75,175,20-Mar-45,University of North Carolina
Bobby Lloyd,1968,1969,G,74,184,3-Jan-46,Rutgers University
Bobby Phills,1992,2000,G,77,210,20-Dec-69,Southern University and A&M College
Bobby Portis,2016,2018,F,83,230,10-Feb-95,University of Arkansas
Bobby Rascoe,1968,1970,G-F,76,205,22-Jul-40,Western Kentucky University
Bobby Simmons,2002,2012,G-F,79,210,2-Jun-80,DePaul University
Bobby Smith,1960,1962,G,76,190,20-Aug-37,West Virginia University
Bobby Wanzer,1949,1957,G,73,170,4-Jun-21,Seton Hall University
Bobby Washington,1970,1972,G,71,175,11-Jul-47,Eastern Kentucky University
Bobby Watson,1955,1955,G,73,160,22-Mar-30,University of Kentucky
Bobby Wilson,1968,1968,F,80,215,,University of Kansas
Bobby Wilson,1975,1978,G,75,175,15-Jan-51,Wichita State University
Bogdan Bogdanovic,2018,2018,G,78,205,18-Aug-92,
Bojan Bogdanovic,2015,2018,G-F,80,216,18-Apr-89,
Bones McKinney,1947,1952,F-C,78,185,1-Jan-19,University of North Carolina
Boniface N'Dong,2006,2006,C,85,198,9-Mar-77,
Bonzi Wells,1999,2008,G-F,77,210,28-Sep-76,Ball State University
Boo Ellis,1959,1960,F,77,185,11-Feb-36,Niagara University
Boris Diaw,2004,2017,F-C,80,250,16-Apr-82,
Boris Nachamkin,1955,1955,F,78,210,6-Dec-33,New York University
Bostjan Nachbar,2003,2008,F,81,221,3-Jul-80,
Bracey Wright,2006,2007,G,75,210,1-Jul-84,Indiana University
Brad Branson,1982,1983,C-F,82,220,24-Sep-58,Southern Methodist University
Brad Daugherty,1987,1994,C,85,245,19-Oct-65,University of North Carolina
Brad Davis,1978,1992,G,75,180,17-Dec-55,University of Maryland
Brad Holland,1980,1982,G,75,180,6-Dec-56,"University of California, Los Angeles"
Brad Lohaus,1988,1998,F-C,83,230,29-Sep-64,University of Iowa
Brad Miller,1999,2012,C,83,244,12-Apr-76,Purdue University
Brad Sellers,1987,1993,C-F,85,210,17-Dec-62,Ohio State University
Brad Wright,1987,1988,F,83,225,26-Mar-62,"University of California, Los Angeles"
Bradley Beal,2013,2018,G,77,207,28-Jun-93,University of Florida
Brady Walker,1949,1952,F-C,78,205,15-Mar-21,Brigham Young University
Brandan Wright,2008,2018,F-C,82,210,5-Oct-87,University of North Carolina
Branden Dawson,2016,2016,F,78,225,1-Feb-93,Michigan State University
Brandin Knight,2005,2005,G,73,180,16-Dec-81,University of Pittsburgh
Brandon Armstrong,2002,2004,G,77,188,16-Jun-80,Pepperdine University
Brandon Bass,2006,2017,F,80,250,30-Apr-85,Louisiana State University
Brandon Davies,2014,2015,F,82,240,25-Jul-91,Brigham Young University
Brandon Hunter,2004,2005,F,79,260,24-Nov-80,Ohio University
Brandon Ingram,2017,2018,F,81,190,2-Sep-97,Duke University
Brandon Jennings,2010,2017,G,73,170,23-Sep-89,
Brandon Knight,2012,2017,G,75,189,2-Dec-91,University of Kentucky
Brandon Paul,2018,2018,G,76,200,30-Apr-91,University of Illinois at Urbana-Champaign
Brandon Roy,2007,2013,G,78,215,23-Jul-84,University of Washington
Brandon Rush,2009,2017,G-F,78,220,7-Jul-85,University of Kansas
Brandon Williams,1998,2003,G,78,215,27-Feb-75,Davidson College
Brant Weidner,1984,1984,F,81,230,28-Oct-60,College of William & Mary
Brendan Haywood,2002,2015,C,85,268,27-Nov-79,University of North Carolina
Brendan McCann,1958,1960,G,74,178,5-Jul-35,St. Bonaventure University
Brent Barry,1996,2009,G,78,185,31-Dec-71,Oregon State University
Brent Price,1993,2002,G,73,165,9-Dec-68,University of Oklahoma
Brent Scott,1997,1997,F-C,82,250,15-Jun-71,Rice University
Brett Szabo,1997,1997,C,83,230,1-Feb-68,Augustana College (SD)
Brett Vroman,1981,1981,C,85,220,25-Dec-55,"University of Nevada, Las Vegas"
Brevin Knight,1998,2009,G,70,173,8-Nov-75,Stanford University
Brian Brunkhorst,1969,1969,F,78,208,12-Jun-45,Marquette University
Brian Cardinal,2001,2012,F,80,245,2-May-77,Purdue University
Brian Cook,2004,2012,F,81,234,4-Dec-80,University of Illinois at Urbana-Champaign
Brian Davis,1994,1994,F-G,79,200,21-Jun-70,Duke University
Brian Evans,1997,1999,F,80,220,13-Sep-73,Indiana University
Brian Grant,1995,2006,F,81,254,5-Mar-72,Xavier University
Brian Heaney,1970,1970,G,74,180,3-Sep-46,Acadia University
Brian Howard,1992,1993,F,78,204,19-Oct-67,North Carolina State University
Brian Mahoney,1973,1973,G,75,175,17-Dec-48,Manhattan College
Brian Martin,1986,1986,F,81,212,18-Aug-62,University of Kansas
Brian Oliver,1991,1998,G,76,210,1-Jun-68,Georgia Institute of Technology
Brian Quinnett,1990,1992,F,80,235,30-May-66,Washington State University
Brian Roberts,2013,2017,G,73,173,3-Dec-85,University of Dayton
Brian Rowsom,1988,1990,F,81,220,23-Oct-65,University of North Carolina at Wilmington
Brian Scalabrine,2002,2012,F,81,241,18-Mar-78,University of Southern California
Brian Shaw,1989,2003,G,78,190,22-Mar-66,"University of California, Santa Barbara"
Brian Skinner,1999,2012,F,81,255,19-May-76,Baylor University
Brian Taylor,1973,1982,G,74,185,9-Jun-51,Princeton University
Brian Winters,1975,1983,G-F,76,185,1-Mar-52,University of South Carolina
Briante Weber,2016,2018,G,74,165,29-Dec-92,Virginia Commonwealth University
Brice Johnson,2017,2018,F,82,230,27-Jun-94,University of North Carolina
Britton Johnsen,2004,2005,F,82,210,8-Jul-79,University of Utah
Brook Lopez,2009,2018,C,85,275,1-Apr-88,Stanford University
Brook Steppe,1983,1989,G-F,77,195,7-Nov-59,Georgia Institute of Technology
Brooks Thompson,1995,1998,G,76,193,19-Jul-70,Oklahoma State University
Bruce Bowen,1997,2009,F,79,185,14-Jun-71,"California State University, Fullerton"
Bruce Douglas,1987,1987,G,75,195,9-Apr-64,University of Illinois at Urbana-Champaign
Bruce Flowers,1983,1983,F,80,225,13-Jun-57,University of Notre Dame
Bruce Hale,1949,1951,G-F,73,170,30-Aug-18,Santa Clara University
Bruce Kuczenski,1984,1984,F,82,230,3-Feb-61,University of Connecticut
Bruce Seals,1974,1978,F,80,210,18-Jun-53,Xavier University of Louisiana
Bruce Spraggins,1968,1968,F,77,188,,Virginia Union University
Bruno Caboclo,2015,2018,F,81,218,21-Sep-95,
Bruno Sundov,1999,2005,C,86,220,10-Feb-80,
Bryan Warrick,1983,1986,G,77,195,22-Jul-59,Saint Joseph's University
Bryant Reeves,1996,2001,C,85,275,8-Jun-73,Oklahoma State University
Bryant Stith,1993,2002,G,77,208,10-Dec-70,University of Virginia
Bryce Cotton,2015,2016,G,73,165,11-Aug-92,Providence College
Bryce Dejean-Jones,2016,2016,G,78,209,21-Aug-92,Iowa State University
Bryce Drew,1999,2004,G,74,185,21-Sep-74,Valparaiso University
Bryn Forbes,2017,2018,G,75,190,23-Jul-93,Michigan State University
Bryon Russell,1994,2006,F,79,225,31-Dec-70,"California State University, Long Beach"
Bubba Wells,1998,1998,F,77,230,26-Jul-74,Austin Peay State University
Bubba Wilson,1980,1980,G,75,175,7-Aug-55,Western Carolina University
Buck Johnson,1987,1993,F,79,190,3-Jan-64,University of Alabama
Buck Sydnor,1947,1947,G,70,175,19-Sep-21,Western Kentucky University
Buck Williams,1982,1998,F-C,80,215,8-Mar-60,University of Maryland
Bucky Bockhorn,1959,1965,G,76,200,8-Jul-33,University of Dayton
Bucky McConnell,1953,1953,G,70,170,1-Jul-28,Marshall University
Bud Acton,1968,1968,F,78,210,11-Jan-42,Hillsdale College
Bud Grant,1950,1951,F,75,195,20-May-27,University of Minnesota
Bud Koper,1965,1965,G,78,210,9-Aug-42,Oklahoma City University
Bud Ogden,1970,1971,F,78,215,29-Dec-46,Santa Clara University
Bud Olsen,1963,1970,F-C,80,220,25-Jul-40,University of Louisville
Bud Palmer,1947,1949,F-C,76,180,14-Sep-21,Princeton University
Bud Stallworth,1973,1977,F-G,77,190,18-Jan-50,University of Kansas
Buddy Hield,2017,2018,G,76,214,17-Dec-93,University of Oklahoma
Buddy Jeannette,1948,1950,G,71,175,15-Sep-17,Washington & Jefferson College
Buddy O'Grady,1947,1949,G,71,160,19-Jan-20,Georgetown University
Bulbs Ehlers,1948,1949,F-G,75,198,10-Mar-23,Purdue University
Butch Beard,1970,1979,G,75,185,4-May-47,University of Louisville
Butch Booker,1970,1970,C,82,230,20-Jul-45,Cheyney University of Pennsylvania
Butch Carter,1981,1986,G,77,180,11-Jun-58,Indiana University
Butch Feher,1977,1977,G,76,185,19-May-54,Vanderbilt University
Butch Graves,1985,1985,G,75,200,5-Jan-62,Yale University
Butch Joyner,1969,1969,F,77,200,26-Apr-45,Indiana University
Butch Lee,1979,1980,G,73,185,5-Dec-56,Marquette University
Butch Van Breda Kolff,1947,1950,G-F,75,185,28-Oct-22,New York University
Byron Beck,1968,1977,C-F,81,225,25-Jan-45,University of Denver
Byron Dinkins,1990,1991,G,73,170,15-Jun-67,University of North Carolina at Charlotte
Byron Houston,1993,1996,F,77,250,22-Nov-69,Oklahoma State University
Byron Irvin,1990,1993,G,77,190,2-Dec-66,University of Missouri
Byron Mullens,2010,2014,C,85,275,14-Feb-89,Ohio State University
Byron Scott,1984,1997,G,75,195,28-Mar-61,Arizona State University
C.J. Kupec,1976,1978,F-C,78,220,16-Jan-53,University of Michigan
C.J. Wilcox,2015,2017,G,77,195,30-Dec-90,University of Washington
C.J. Williams,2018,2018,G,77,225,6-Feb-90,North Carolina State University
Cal Bowdler,2000,2002,F,82,245,31-Mar-77,Old Dominion University
Cal Christensen,1951,1955,F-C,77,210,6-Jun-27,University of Toledo
Cal Ramsey,1960,1961,F,76,200,13-Jul-37,New York University
Calbert Cheaney,1994,2006,G-F,79,209,17-Jul-71,Indiana University
Caldwell Jones,1974,1990,C-F,83,217,4-Aug-50,Albany State University
Caleb Swanigan,2018,2018,F,80,250,18-Apr-97,Purdue University
Calvin Booth,2000,2009,C,83,230,7-May-76,Pennsylvania State University
Calvin Fowler,1970,1970,G,73,175,11-Feb-40,Saint Francis University
Calvin Garrett,1981,1984,F,79,190,11-Jul-56,Oral Roberts University
Calvin Graham,1968,1968,G,74,195,7-Jun-44,Gannon University
Calvin Murphy,1971,1983,G,69,165,9-May-48,Niagara University
Calvin Natt,1980,1990,F,78,220,8-Jan-57,University of Louisiana at Monroe
Cameron Bairstow,2015,2016,F-C,81,250,7-Dec-90,University of New Mexico
Cameron Payne,2016,2017,G,75,185,8-Aug-94,Murray State University
Campy Russell,1975,1985,F,80,215,12-Jan-52,University of Michigan
Carey Scurry,1986,1988,F,79,188,4-Dec-62,Long Island University
Caris LeVert,2017,2018,G-F,79,203,25-Aug-94,University of Michigan
Carl Bailey,1982,1982,C,85,210,23-Apr-58,Tuskegee University
Carl Braun,1948,1962,G-F,77,180,25-Sep-27,Colgate University
Carl Fuller,1971,1972,C,81,225,10-Jan-46,Bethune-Cookman College
Carl Henry,1986,1986,G,78,205,16-Aug-60,University of Kansas
Carl Herrera,1992,1999,F,81,215,14-Dec-66,University of Houston
Carl Kilpatrick,1980,1980,C,82,230,16-May-56,University of Louisiana at Monroe
Carl Landry,2008,2016,F,81,248,19-Sep-83,Purdue University
Carl McNulty,1955,1955,G,75,185,14-Feb-30,Purdue University
Carl Meinhold,1948,1949,G-F,74,185,29-Mar-26,Long Island University
Carl Nicks,1981,1983,G,73,175,6-Oct-58,Indiana State University
Carl Shaeffer,1950,1951,F-G,75,185,25-Oct-24,University of Alabama
Carl Thomas,1992,1998,G,76,175,3-Oct-69,Eastern Michigan University
Carldell Johnson,2012,2012,G,70,180,28-Jan-83,University of Alabama at Birmingham
Carlos Arroyo,2002,2011,G,74,202,30-Jul-79,Florida International University
Carlos Boozer,2003,2015,F-C,81,258,20-Nov-81,Duke University
Carlos Clark,1984,1985,G,76,210,10-Aug-60,University of Mississippi
Carlos Delfino,2005,2013,G,78,230,29-Aug-82,
Carlos Rogers,1995,2002,C-F,83,220,6-Feb-71,Tennessee State University
Carlos Terry,1981,1983,G-F,77,210,22-Jun-56,Winston-Salem State University
Carlton McKinney,1990,1992,G,76,190,21-Oct-64,Southern Methodist University
Carmelo Anthony,2004,2018,F,80,240,29-May-84,Syracuse University
Caron Butler,2003,2016,F,79,228,13-Mar-80,University of Connecticut
Carrick Felix,2014,2014,G,78,201,17-Aug-90,Arizona State University
Carroll Hooser,1968,1968,F,79,230,5-Mar-44,Southern Methodist University
Cartier Martin,2009,2015,F,79,220,20-Nov-84,Kansas State University
Casey Jacobsen,2003,2008,G-F,78,215,19-Mar-81,Stanford University
Casey Shaw,1999,1999,C,83,260,20-Jul-75,University of Toledo
Casper Ware,2014,2014,G,70,175,17-Jan-90,"California State University, Long Beach"
Cazzie Russell,1967,1978,F-G,77,218,7-Jun-44,University of Michigan
Cecil Hankins,1947,1948,G,73,175,6-Jan-22,Oklahoma State University
